variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
"b_Intercept[mistral__SmartandsustainableDCcables,1]",-6.92820156828586,-6.855910487772776,0.8065375148071305,0.7781873703209087,-8.378909270596811,-5.732601858331304,1.0016931171513652,9918.055983936605,4864.088572080936
"b_Intercept[mistral__SmartandsustainableDCcables,2]",-0.19871169618345216,-0.19717673337993213,0.16191346490560438,0.16128703752604406,-0.4666844170491713,0.06523330537164637,1.0001713747066627,9532.459496730351,5868.880478177819
"b_Intercept[phi4__SmartandsustainableDCcables,1]",-5.273497613370003,-5.19314054162058,0.8615604661353333,0.8325713378036992,-6.831380205579264,-3.9993862264201274,0.9998511028804885,11084.413884208954,5979.190032820974
"b_Intercept[phi4__SmartandsustainableDCcables,2]",-4.5848238756140125,-4.547869892897728,0.6567280008545787,0.6420355916363032,-5.742619198477094,-3.5832610397714926,1.0000566039401781,10248.300597437581,6809.859682458724
"b_Intercept[gemma3__SolidMstatecircuitbreaker,1]",-5.278528028580962,-5.195431655660199,0.8804211596091379,0.8503209405966091,-6.854589033361823,-3.989865562499489,1.0003235420584677,11537.698670506492,6080.495494948485
"b_Intercept[gemma3__SolidMstatecircuitbreaker,2]",-4.586370262360396,-4.535875329312578,0.6735067535627712,0.663209467535123,-5.749554966418211,-3.5770908799112893,1.000501025034412,9912.206671806673,6929.258362643046
"b_Intercept[llama__SolidMstatecircuitbreaker,1]",-5.136465281329662,-5.041209112758445,0.9119436504337268,0.874786765308954,-6.834869311395535,-3.8239848875320908,1.0000506534683251,9764.281076160887,5224.518010410445
"b_Intercept[llama__SolidMstatecircuitbreaker,2]",3.177635881653647,3.158125317739842,0.39054934308054656,0.38136454844081835,2.5870187125428243,3.8562020353628026,1.0001462977322584,12177.692448221162,5191.647749823761
"b_Intercept[mistral__SolidMstatecircuitbreaker,1]",-5.1174210473987065,-5.030525428104382,0.8985499519861502,0.8699087095621304,-6.705770742021708,-3.818546340952409,1.0008525338436134,9834.754557518356,5716.209052442964
"b_Intercept[mistral__SolidMstatecircuitbreaker,2]",0.5816490678963686,0.5813105329732446,0.1675835420435015,0.1660426703050939,0.3037262647089414,0.8592553021410304,1.0008273282320648,8935.218148739194,4535.997362645559
"b_Intercept[phi4__SolidMstatecircuitbreaker,1]",-5.28868225142943,-5.203194495312715,0.8835401298195135,0.8511129938028806,-6.887861139055637,-3.999197549352926,1.000171989338734,11293.996016904783,6151.57167185705
"b_Intercept[phi4__SolidMstatecircuitbreaker,2]",-4.1834882452923905,-4.144916932512478,0.5716798627080778,0.559147203602711,-5.175838327530127,-3.305608897668189,1.000440878953439,8259.697433139605,6288.301350404257
"b_Intercept[gemma3__Staticprotectionsystem,1]",-0.7377773797233771,-0.7373858288616434,0.1695415065425419,0.17049820285194184,-1.02100313629064,-0.45923582515212213,1.001032791126099,17267.55534299173,5695.442019180594
"b_Intercept[gemma3__Staticprotectionsystem,2]",3.633955933541339,3.6040793207483244,0.47549873612153687,0.47142925939991853,2.8975128806860857,4.45667133344177,1.0000688103251305,11390.46110050901,6586.820409763694
"b_Intercept[llama__Staticprotectionsystem,1]",-1.808337986548937,-1.8018106009881558,0.23117930238082213,0.23152655951049453,-2.2008249558781943,-1.4329909226307336,0.9999096311481478,14179.938865869772,5927.266621682253
"b_Intercept[llama__Staticprotectionsystem,2]",3.463444039878859,3.436427719929312,0.42247730532082994,0.41760154523045145,2.811995247094617,4.197043300641399,0.9999240595471466,9724.762634295805,5607.735318928183
"b_Intercept[mistral__Staticprotectionsystem,1]",-5.111130558167596,-5.025701195853284,0.8893711541166968,0.8738759607894578,-6.687568785288799,-3.8230860774356437,1.0002968150542955,9539.721234868324,5470.91096613986
"b_Intercept[mistral__Staticprotectionsystem,2]",2.84459593314372,2.8261818940502716,0.33715748428835174,0.338195822648986,2.3209782065676956,3.424125300810222,0.9998637262102195,8865.937985334736,6284.343147951683
"b_Intercept[phi4__Staticprotectionsystem,1]",-5.1374066441927875,-5.049373812810933,0.9149599594799729,0.8799815865331257,-6.8265290554429,-3.81231189476865,0.9999458933657572,10104.04126109986,5357.9033907562225
"b_Intercept[phi4__Staticprotectionsystem,2]",-0.9674434761826625,-0.9622217485215276,0.17940203056974358,0.1778602350281724,-1.2707007388369798,-0.6752485804974451,1.0009630989832674,8162.051083993785,4874.691622654461
b_base_solutiongemma3__DCconnectors:context_indicator,-5.850969440674875,-5.832278040761805,0.4977718303895865,0.4979107819952701,-6.70143824835027,-5.068781092204182,0.9999079366925495,10307.476570277819,6560.983500934748
b_base_solutionllama__DCconnectors:context_indicator,2.3068741078922024,2.293708259575779,0.3906734168899592,0.384897078319991,1.6809332658184282,2.9692428501284076,1.0003922390707183,15126.208568363758,5431.638430902573
b_base_solutionmistral__DCconnectors:context_indicator,-0.5851440835992471,-0.5837568198078171,0.6923967464015559,0.6841945707045748,-1.7188810555632406,0.5634567036176267,0.9999527548836089,13883.775059495449,5555.692995717945
b_base_solutionphi4__DCconnectors:context_indicator,-1.182443837941993,-1.1702125393415994,0.40643172328745036,0.39687341496605905,-1.8635709590177747,-0.5390179443648598,1.000689375277144,16093.06785057656,5688.523617550349
b_base_solutiongemma3__DCmeasurementdevice:context_indicator,-3.9951303732906354,-3.9657186003100344,0.4657627401337829,0.45777155870685465,-4.804429366097167,-3.2652226509150495,1.0007944360871743,13599.10554865639,5581.332759606796
b_base_solutionllama__DCmeasurementdevice:context_indicator,-0.15435906591348617,-0.14708099020509707,0.3757488875085728,0.3732771655783451,-0.7779810344309693,0.45753954542712105,1.00030883320723,16124.330571356864,5539.881356018798
